Time, Values
2022-10-15 08:55, [5.85113026459673 0.05000966038116863]
2022-10-15 08:56, [5.5502297487680465 0.04868622586638637]
2022-10-15 08:57, [5.5343777309874636 0.04611981442489553]
2022-10-15 08:58, [5.449155898318295 0.04579122603628819]
2022-10-15 08:59, [5.539586408354756 0.04734689237910048]
2022-10-15 09:00, [5.79142462907009 0.048667433857731854]
2022-10-15 09:01, [5.850267034551754 0.050871887256971775]
2022-10-15 09:02, [5.7908293356333695 0.04949426782592624]
2022-10-15 09:03, [5.8546304355130285 0.04683704348410423]
2022-10-15 09:04, [5.898393213209629 0.04644404104889472]
2022-10-15 09:05, [5.568947150662254 0.04384997756426971]
2022-10-15 09:06, [5.545300710974194 0.04508374561767638]
2022-10-15 09:07, [5.53971040444212 0.046552188272622856]
2022-10-15 09:08, [5.89608516855401 0.04793565177686187]
2022-10-15 09:09, [6.04772270365596 0.04838178162924768]
2022-10-15 09:10, [5.817808948133363 0.050153525414942786]
2022-10-15 09:11, [5.545480543591972 0.04699559782705061]
2022-10-15 09:12, [5.790532515880966 0.04991838375759454]
2022-10-15 09:15, [5.5557258765282524 0.0500515844732275]
2022-10-15 09:16, [5.544787747385679 0.048215545629440686]
2022-10-15 09:17, [5.545108157213918 0.046209234643449316]
2022-10-15 09:18, [5.3936896222119 0.04609991130095641]
2022-10-15 09:20, [5.513227345337233 0.05201157872959654]
2022-10-15 09:21, [5.5387827632957025 0.05325752657015099]
