Time, Values
2022-10-17 23:01, [5.9587851535813465 0.04619213297349881]
2022-10-17 23:02, [6.375361634563386 0.04722490099676582]
2022-10-17 23:03, [5.562915472867058 0.04312337575865936]
2022-10-17 23:04, [5.5628438061228715 0.043459717235334934]
2022-10-17 23:05, [5.551026468867492 0.044055765625932476]
2022-10-17 23:06, [5.5508269172986004 0.04512867412437887]
2022-10-17 23:07, [5.556688302474438 0.0444535064197955]
2022-10-17 23:08, [5.550428557863917 0.047439560323623224]
2022-10-17 23:09, [5.756178780075147 0.05049279631644866]
2022-10-17 23:10, [5.523965704666518 0.0521128840062879]
2022-10-17 23:11, [5.434577746848583 0.04985851143897783]
2022-10-17 23:12, [5.443028842502649 0.04903629587840224]
2022-10-17 23:13, [5.3807253066843135 0.04761703811225056]
2022-10-17 23:14, [5.451986282012582 0.04782444107028581]
2022-10-17 23:15, [5.56850118318181 0.04602067093538686]
2022-10-17 23:18, [5.539524446260446 0.047754521088452115]
2022-10-17 23:19, [5.545108157213918 0.046209234643449316]
2022-10-17 23:20, [5.544915834474218 0.04739244302969417]
2022-10-17 23:21, [5.727433174706552 0.052545258483546346]
2022-10-17 23:22, [5.544404099064546 0.050866092651968314]
2022-10-17 23:23, [5.5501635338250574 0.04911649144977927]
2022-10-17 23:24, [5.539338703552875 0.04902069649161837]
2022-10-17 23:25, [5.817107380930576 0.051027257727461195]
2022-10-17 23:26, [5.755667569215079 0.05138988901084892]
2022-10-17 23:27, [5.711528660244014 0.05192298782040013]
2022-10-17 23:28, [5.445924836226141 0.04906238591194722]
2022-10-17 23:30, [5.545343054546849 0.047804681504714217]
2022-10-17 23:31, [5.7908293356333695 0.04949426782592624]
2022-10-17 23:32, [5.791723106859302 0.04826435922382752]
2022-10-17 23:33, [5.445993952316329 0.04819463674616221]
2022-10-17 23:34, [5.446028521539894 0.047772180013507845]
2022-10-17 23:35, [5.529140774374946 0.04936732834263345]
2022-10-17 23:36, [5.448838925210041 0.04953489932009129]
2022-10-17 23:37, [5.529140774374946 0.04936732834263345]
2022-10-17 23:38, [5.534068815213506 0.04985647581273429]
2022-10-17 23:39, [5.883015544318761 0.04985606393490476]
2022-10-17 23:40, [5.8943756851849125 0.04911979737654094]
2022-10-17 23:41, [5.82064633093597 0.04694069621722557]
2022-10-17 23:42, [5.556412733501461 0.04592076639257406]
2022-10-17 23:43, [5.551977589928081 0.04406331420577842]
2022-10-17 23:44, [5.562628997934784 0.04450103198347827]
2022-10-17 23:45, [5.953781490291482 0.048404727563345386]
2022-10-17 23:46, [5.9546046629593326 0.04802100534644623]
2022-10-17 23:47, [6.035460221982047 0.049068782292536965]
2022-10-17 23:48, [5.893246074363739 0.049942763342065585]
2022-10-17 23:49, [5.850267034551754 0.050871887256971775]
2022-10-17 23:50, [5.4548310123133295 0.05050769455845675]
2022-10-17 23:51, [5.5620575794089335 0.047538953670161824]
2022-10-17 23:52, [5.8528707968771 0.04837083303204215]
2022-10-17 23:53, [5.556481581345478 0.045544930994635066]
2022-10-17 23:54, [5.550494882393682 0.04703809222367527]
2022-10-17 23:55, [5.550362260764837 0.0478479505238348]
2022-10-17 23:56, [5.941353499704699 0.04951127916420583]
2022-10-17 23:57, [5.8506980685014325 0.050437052314667524]
2022-10-17 23:58, [5.529140774374946 0.04936732834263345]
2022-10-17 23:59, [5.449085405664076 0.04657337953559039]
2022-10-18 00:00, [5.447640721595828 0.04539700601329857]
2022-10-18 00:01, [5.452165792898253 0.045816519268052545]
2022-10-18 00:02, [5.818160886535143 0.049727870825086694]
2022-10-18 00:03, [5.5624144772137765 0.045593561288637514]
2022-10-18 00:04, [5.851563629121302 0.049589522280689004]
2022-10-18 00:05, [5.851563629121302 0.049589522280689004]
2022-10-18 00:06, [5.550295991073765 0.04826344340064143]
2022-10-18 00:08, [5.544787747385679 0.048215545629440686]
2022-10-18 00:09, [5.7797380443386475 0.05025859168990128]
2022-10-18 00:10, [5.7278337739981415 0.05160210607205533]
2022-10-18 00:11, [5.76620706580072 0.051483991658935004]
2022-10-18 00:12, [5.728436556322726 0.05024944347651514]
2022-10-18 00:13, [5.756691626454633 0.049626651952195115]
2022-10-18 00:14, [5.851563629121302 0.049589522280689004]
2022-10-18 00:15, [5.89608516855401 0.04793565177686187]
2022-10-18 00:16, [5.792621889381621 0.04709448690554164]
2022-10-18 00:17, [5.780630158336648 0.04898839117234448]
2022-10-18 00:18, [5.5620575794089335 0.047538953670161824]
2022-10-18 00:19, [5.544915834474218 0.04739244302969417]
2022-10-18 00:20, [5.449014943995805 0.04738273864344179]
2022-10-18 00:21, [5.539435164656507 0.049021550129703606]
2022-10-18 00:22, [5.850698068501432 0.05043705231466751]
2022-10-18 00:23, [5.5560689371313865 0.04789714600975333]
2022-10-18 00:25, [5.568724011831878 0.0449090646115474]
2022-10-18 00:26, [6.053735381627508 0.046928181252926415]
2022-10-18 00:27, [6.053735381627509 0.04692818125292642]
2022-10-18 00:28, [5.8943756851849125 0.04911979737654094]
2022-10-18 00:29, [5.851998168409909 0.049176455196721924]
2022-10-18 00:30, [5.839903662975248 0.050781770982393455]
2022-10-18 00:31, [5.8910104565461525 0.05167553032058028]
2022-10-18 00:32, [5.562343034055452 0.04596977714095415]
2022-10-18 00:33, [5.568426975745134 0.04640355813120945]
2022-10-18 00:34, [5.884149151304361 0.049034576260869676]
2022-10-18 00:35, [5.792621889381621 0.04709448690554164]
2022-10-18 00:36, [5.897235036918603 0.04717788029534882]
2022-10-18 00:37, [5.768258475961639 0.04806882063301366]
2022-10-18 00:38, [5.755667569215079 0.05138988901084892]
2022-10-18 00:39, [5.788763047365255 0.05262511861241141]
2022-10-18 00:40, [5.528676930867928 0.05316035510449931]
2022-10-18 00:41, [5.789056605698967 0.052153663114405106]
2022-10-18 00:42, [5.523334116379858 0.049759766814232956]
2022-10-18 00:43, [5.791126706014167 0.04907734496622176]
2022-10-18 00:44, [5.948134688413586 0.051277023175979194]
2022-10-18 00:45, [5.894943489774029 0.04871854123780189]
2022-10-18 00:46, [5.808426918588121 0.04881031024023631]
2022-10-18 00:47, [5.556688302474438 0.0444535064197955]
2022-10-18 00:48, [5.855073379934185 0.04646883634868401]
2022-10-18 00:49, [5.545300710974194 0.04508374561767638]
2022-10-18 00:50, [5.4382203447300475 0.0477036872344741]
2022-10-18 00:51, [5.449014943995805 0.04738273864344179]
2022-10-18 00:52, [5.448909309532494 0.0486509759779687]
2022-10-18 00:53, [5.544999846970544 0.04995495357631121]
2022-10-18 00:54, [5.545068429725277 0.049509539551118545]
2022-10-18 00:55, [5.818160886535143 0.049727870825086694]
2022-10-18 00:56, [5.817107380930576 0.051027257727461195]
2022-10-18 00:57, [5.8077191554202034 0.04963862526000174]
2022-10-18 00:58, [5.896659071701554 0.047553702191141564]
2022-10-18 00:59, [5.85113026459673 0.05000966038116863]
2022-10-18 01:00, [5.818513599320268 0.049309437282375156]
2022-10-18 01:01, [5.8864407024517735 0.0474712959875143]
2022-10-18 01:02, [5.95794028801898 0.04654640850014828]
2022-10-18 01:03, [5.45869701897392 0.04264607046073375]
2022-10-18 01:04, [5.455416472821259 0.04399529413565532]
2022-10-18 01:05, [5.3851956798637755 0.04378207869807948]
2022-10-18 01:06, [5.400406739068631 0.04252288770920182]
2022-10-18 01:07, [5.568649701193309 0.04527357480644967]
2022-10-18 01:08, [5.56850118318181 0.04602067093538686]
2022-10-18 01:09, [5.7342967715025095 0.05359155861217298]
2022-10-18 01:10, [5.726634967046646 0.054539380638539484]
2022-10-18 01:11, [5.533709954090664 0.052701999562768234]
2022-10-18 01:12, [5.54427642006306 0.05181566747722486]
2022-10-18 01:13, [5.517998177812539 0.05255236359821466]
2022-10-18 01:14, [5.549898947228903 0.05091650410301746]
2022-10-18 01:15, [5.550295991073765 0.04826344340064143]
2022-10-18 01:16, [5.5560689371313865 0.04789714600975333]
2022-10-18 01:17, [5.539567676680068 0.04817015371026146]
2022-10-18 01:19, [5.556481581345477 0.04554493099463506]
2022-10-18 01:20, [5.808781975490399 0.048406516462419995]
2022-10-18 01:21, [5.8864407024517735 0.0474712959875143]
2022-10-18 01:22, [5.898393213209629 0.04644404104889472]
2022-10-18 01:23, [5.81922136172451 0.04849351134770425]
2022-10-18 01:24, [5.551762877601065 0.045136283557732235]
2022-10-18 01:25, [5.562557459125004 0.04485933434778229]
2022-10-18 01:26, [5.550627613836136 0.04625523011530113]
2022-10-18 01:27, [5.737226889035717 0.04781022407529764]
2022-10-18 01:28, [5.545755875962341 0.045457015376740496]
2022-10-18 01:31, [5.441191683068911 0.04815213878822045]
2022-10-18 01:32, [5.818867089904068 0.04889804277230309]
2022-10-18 01:33, [6.049204862210253 0.04800956239849407]
2022-10-18 01:34, [5.953781490291482 0.048404727563345386]
2022-10-18 01:35, [5.780332235010099 0.04940454901718033]
2022-10-18 01:36, [5.89608516855401 0.04793565177686187]
2022-10-18 01:37, [5.897813079076894 0.04680804031013407]
2022-10-18 01:38, [5.887598880787758 0.04672697524434728]
2022-10-18 01:39, [6.04294151378746 0.04721048057646453]
2022-10-18 01:40, [5.556481581345477 0.04554493099463506]
2022-10-18 01:41, [5.352695487596314 0.043874553177018966]
2022-10-18 01:42, [5.382969862253487 0.045235040859273004]
2022-10-18 01:45, [5.728235376923445 0.05069234846834907]
2022-10-18 01:46, [5.756691626454633 0.049626651952195115]
2022-10-18 01:47, [5.539276837113896 0.04945782890280264]
2022-10-18 01:48, [5.44575217626636 0.05137502053081472]
2022-10-18 01:49, [5.529024687608094 0.050263860796437215]
2022-10-18 01:50, [5.717440858708604 0.051048579095612535]
2022-10-18 01:51, [5.544915834474218 0.04739244302969417]
2022-10-18 01:52, [5.790532515880966 0.04991838375759454]
2022-10-18 01:53, [5.56212889542916 0.04713668555448441]
2022-10-18 01:54, [5.557632395524918 0.04670279323970519]
2022-10-18 01:55, [5.562628997934784 0.04450103198347827]
2022-10-18 01:56, [6.050700853074102 0.04764331380373309]
2022-10-18 01:57, [6.055274463139921 0.04657903433184554]
2022-10-18 01:58, [5.887598880787758 0.04672697524434728]
2022-10-18 01:59, [5.855073379934185 0.04646883634868401]
2022-10-18 02:00, [5.539586408354758 0.047346892379100496]
2022-10-18 02:01, [5.550561234376844 0.046643371717452475]
2022-10-18 02:02, [5.842514496923564 0.0482852437762278]
2022-10-18 02:03, [5.854630435513027 0.04683704348410422]
2022-10-18 02:04, [5.897235036918603 0.04717788029534882]
2022-10-18 02:05, [6.052210936862891 0.047282897944241335]
2022-10-18 02:06, [6.333594959334142 0.0483480531246881]
2022-10-18 02:07, [5.896659071701554 0.047553702191141564]
2022-10-18 02:08, [5.454904078046735 0.04959003707315214]
2022-10-18 02:09, [5.384968115841663 0.04723656241966371]
2022-10-18 02:13, [5.4413711939742315 0.046113315203171454]
2022-10-18 02:14, [5.79142462907009 0.048667433857731854]
2022-10-18 02:15, [5.817457780722052 0.050586589397583065]
2022-10-18 02:16, [5.550694020794327 0.04587350430408535]
2022-10-18 02:18, [5.562700568685327 0.04414841721178831]
2022-10-18 02:19, [5.461626390169607 0.04513740818321989]
2022-10-18 02:20, [5.550694020794327 0.04587350430408535]
2022-10-18 02:21, [5.447678081046137 0.04502213290120774]
2022-10-18 02:23, [5.556206367210723 0.047086494637379]
2022-10-18 02:24, [5.444511937399172 0.04537093281165976]
2022-10-18 02:25, [5.551548452484783 0.04626290377070653]
2022-10-18 02:26, [5.5622002431914686 0.04674117851421402]
2022-10-18 02:27, [5.562485952227487 0.04522346302623973]
2022-10-18 02:28, [5.551762877601065 0.045136283557732235]
2022-10-18 02:29, [5.452022168111338 0.04740888841835946]
2022-10-18 02:30, [5.529082720482956 0.04981155604038699]
2022-10-18 02:31, [5.545137041835118 0.049072009219779805]
2022-10-18 02:32, [5.807366442255758 0.05006350381254964]
2022-10-18 02:33, [5.852433888848965 0.048770282407074705]
2022-10-18 02:34, [5.55613763744313 0.047488355875582304]
2022-10-18 02:35, [5.444219140520384 0.048609099468932]
2022-10-18 02:36, [5.549965052946653 0.05045422775406048]
2022-10-18 02:37, [5.556000266250257 0.04831304579348049]
2022-10-18 02:38, [5.539648394409135 0.04694617283397572]
2022-10-18 02:41, [5.818867089904067 0.048898042772303085]
2022-10-18 02:42, [5.897813079076894 0.04680804031013407]
2022-10-18 02:43, [6.0384109735076255 0.048307287788061]
2022-10-18 02:44, [5.952962523207602 0.04879477478039018]
2022-10-18 02:45, [5.895513312763392 0.04832387961281469]
2022-10-18 02:46, [5.568426975745134 0.04640355813120945]
2022-10-18 02:47, [5.539501406975605 0.04859211760504917]
2022-10-18 02:48, [5.5446597625632705 0.049067785509409476]
2022-10-18 02:49, [5.817457780722052 0.050586589397583065]
2022-10-18 02:50, [5.791723106859302 0.04826435922382752]
2022-10-18 02:51, [5.883581345732227 0.04944186004816998]
2022-10-18 02:52, [5.896659071701554 0.047553702191141564]
2022-10-18 02:53, [5.556481581345477 0.04554493099463506]
2022-10-18 02:54, [5.398016654773417 0.04536148449389426]
2022-10-18 02:55, [5.441191683068911 0.04815213878822045]
2022-10-18 02:56, [5.5502297487680465 0.04868622586638637]
2022-10-18 02:57, [5.897813079076894 0.04680804031013407]
2022-10-18 02:58, [6.296108002482087 0.04996911113081021]
2022-10-18 02:59, [6.326627570192137 0.0486663659245549]
2022-10-18 03:00, [6.059982408090899 0.04556377750444285]
2022-10-18 03:01, [6.059982408090899 0.04556377750444285]
2022-10-18 03:02, [6.375361634563386 0.04722490099676582]
2022-10-18 03:03, [5.95709985202309 0.0469062980474259]
2022-10-18 03:04, [5.945469590471342 0.047563756723770736]
2022-10-18 03:05, [6.056828465192586 0.04623533179536325]
2022-10-18 03:06, [5.95709985202309 0.0469062980474259]
2022-10-18 03:07, [5.897813079076894 0.04680804031013407]
2022-10-18 03:08, [5.557706602978384 0.04631422169148654]
2022-10-18 03:09, [5.817808948133363 0.050153525414942786]
2022-10-18 03:10, [5.950530431147422 0.05000445740460019]
2022-10-18 03:11, [5.950530431147422 0.05000445740460019]
2022-10-18 03:12, [5.895513312763394 0.04832387961281471]
2022-10-18 03:13, [5.818513599320268 0.049309437282375156]
2022-10-18 03:14, [5.556757268801282 0.04410124816508954]
2022-10-18 03:15, [5.550561234376843 0.04664337171745247]
2022-10-18 03:16, [5.539958684731622 0.04504031451001319]
2022-10-18 03:17, [5.529164098611063 0.04532101720173003]
2022-10-18 03:18, [5.556412733501461 0.04592076639257406]
2022-10-18 03:19, [5.817457780722052 0.050586589397583065]
2022-10-18 03:20, [5.534368481065777 0.04771007311263601]
2022-10-18 03:21, [5.528791822163771 0.04766199846692906]
2022-10-18 03:22, [5.437290993077349 0.05034528697293842]
2022-10-18 03:23, [5.728235376923445 0.05069234846834907]
2022-10-18 03:25, [5.336830083761156 0.04941509336815885]
2022-10-18 03:27, [5.45519667447575 0.04623048029216737]
2022-10-18 03:28, [5.539524446260446 0.047754521088452115]
2022-10-18 03:29, [5.447491370803837 0.046961132506929626]
2022-10-18 03:30, [5.854188711677678 0.04721119928772321]
2022-10-18 03:31, [5.857306649561591 0.04471226450047016]
2022-10-18 03:32, [5.858208742663966 0.04404668227566892]
2022-10-18 03:33, [5.46189335553507 0.04267104184011773]
2022-10-18 03:34, [5.465232652684134 0.04204025117449334]
2022-10-18 03:35, [5.556688302474438 0.0444535064197955]
2022-10-18 03:36, [5.562557459125004 0.04485933434778229]
2022-10-18 03:37, [5.568724011831877 0.044909064611547395]
2022-10-18 03:38, [5.55161989565867 0.04588115616246835]
2022-10-18 03:39, [5.461550195942518 0.04589537979783629]
2022-10-18 03:40, [5.556688302474438 0.0444535064197955]
2022-10-18 03:41, [5.562772171405165 0.043801355680355626]
2022-10-18 03:42, [6.053735381627508 0.046928181252926415]
2022-10-18 03:43, [6.061582959529089 0.04523569372782902]
2022-10-18 03:44, [5.963077594387566 0.044500579062593776]
2022-10-18 03:45, [6.052210936862891 0.047282897944241335]
2022-10-18 03:46, [5.9546046629593326 0.04802100534644623]
2022-10-18 03:47, [5.551691370687958 0.04550566697285211]
2022-10-18 03:48, [5.5753695628530195 0.04390054773900015]
2022-10-18 03:49, [6.303210599223555 0.04963157952144532]
2022-10-18 03:50, [5.953781490291482 0.048404727563345386]
2022-10-18 03:51, [5.736545938660239 0.04903030716803623]
2022-10-18 03:52, [5.545172316104325 0.04582787038102748]
2022-10-18 03:53, [5.819576418242412 0.04809567287803646]
2022-10-18 03:54, [5.8943756851849125 0.04911979737654094]
2022-10-18 03:55, [5.556206367210723 0.047086494637379]
2022-10-18 03:56, [5.451986282012582 0.04782444107028581]
2022-10-18 03:57, [5.5560689371313865 0.04789714600975333]
2022-10-18 03:58, [5.45836062703832 0.045868576697801006]
2022-10-18 03:59, [5.539586408354756 0.04734689237910048]
2022-10-18 04:00, [5.5456181506628655 0.04621348458885721]
2022-10-18 04:01, [5.9521477189534275 0.04919130346242502]
2022-10-18 04:02, [5.55613763744313 0.047488355875582304]
2022-10-18 04:04, [5.841203764601625 0.04950172681865784]
2022-10-18 04:05, [5.79142462907009 0.048667433857731854]
2022-10-18 04:06, [5.952962523207602 0.04879477478039018]
2022-10-18 04:07, [5.955432084627482 0.04764345667701986]
2022-10-18 04:08, [5.957099852023092 0.046906298047425916]
2022-10-18 04:09, [5.9596344956502705 0.04584334227423285]
2022-10-18 04:10, [6.056828465192586 0.04623533179536325]
2022-10-18 04:11, [6.050700853074102 0.04764331380373309]
2022-10-18 04:12, [5.95709985202309 0.0469062980474259]
2022-10-18 04:13, [5.948840295394369 0.046115041049568754]
2022-10-18 04:14, [5.895513312763394 0.04832387961281471]
2022-10-18 04:15, [5.853748201719683 0.04759144879446897]
2022-10-18 04:16, [5.821363594047228 0.04620129836545419]
2022-10-18 04:17, [5.954604662959334 0.048021005346446245]
2022-10-18 04:18, [6.049204862210254 0.04800956239849408]
2022-10-18 04:19, [5.851998168409909 0.049176455196721924]
2022-10-18 04:20, [5.55634391521457 0.04630286596012142]
2022-10-18 04:21, [5.819576418242412 0.04809567287803646]
2022-10-18 04:22, [5.808426918588121 0.04881031024023631]
2022-10-18 04:23, [5.556206367210723 0.047086494637379]
2022-10-18 04:24, [5.791126706014167 0.04907734496622176]
2022-10-18 04:25, [5.550561234376843 0.04664337171745247]
2022-10-18 04:26, [5.8407692247372855 0.049921104484934066]
2022-10-18 04:27, [5.818513599320268 0.049309437282375156]
2022-10-18 04:28, [5.818160886535143 0.049727870825086694]
2022-10-18 04:29, [5.5502297487680465 0.04868622586638637]
2022-10-18 04:30, [5.882451732965726 0.0502773652390233]
2022-10-18 04:31, [5.852433888848965 0.048770282407074705]
2022-10-18 04:32, [5.555931624774534 0.048736242322583626]
2022-10-18 04:33, [5.550295991073765 0.04826344340064143]
2022-10-18 04:34, [5.550694020794327 0.04587350430408535]
2022-10-18 04:36, [5.562485952227486 0.045223463026239724]
2022-10-18 04:37, [5.5620575794089335 0.047538953670161824]
2022-10-18 04:38, [5.562414477213776 0.04559356128863751]
2022-10-18 04:39, [5.447603370850497 0.04577817958697897]
2022-10-18 04:40, [5.556550458772017 0.04517520698188632]
2022-10-18 04:41, [5.562485952227486 0.045223463026239724]
2022-10-18 04:42, [6.055274463139921 0.04657903433184554]
2022-10-18 04:43, [6.036928808255155 0.048684909743993185]
2022-10-18 04:44, [5.5685754249872526 0.04564406086055125]
2022-10-18 04:49, [5.821004561315905 0.046568036490527244]
2022-10-18 04:50, [5.562557459125004 0.04485933434778229]
2022-10-18 04:54, [5.55634391521457 0.04630286596012142]
2022-10-18 04:55, [5.851563629121302 0.049589522280689004]
2022-10-18 04:56, [5.551762877601065 0.045136283557732235]
2022-10-18 04:57, [5.5688727365343444 0.04419740267090749]
2022-10-18 04:58, [5.45519667447575 0.04623048029216737]
2022-10-18 04:59, [5.452058062245681 0.047000500536600695]
2022-10-18 05:00, [5.544723742201416 0.04863792756317032]
2022-10-18 05:02, [5.5454934963107245 0.04401185314532321]
2022-10-18 05:03, [5.55095992407235 0.0444076793925788]
2022-10-18 05:04, [5.82280782089691 0.044790829391514686]
2022-10-18 05:05, [5.844278980245247 0.04675423184196197]
2022-10-18 05:06, [5.821363594047228 0.04620129836545419]
2022-10-18 05:07, [5.8559629576472005 0.045749710606618754]
2022-10-18 05:08, [5.855073379934185 0.04646883634868401]
2022-10-18 05:09, [5.782128137552244 0.047009171850018246]
2022-10-18 05:10, [6.050700853074102 0.04764331380373309]
2022-10-18 05:11, [5.95794028801898 0.04654640850014828]
2022-10-18 05:12, [5.95794028801898 0.04654640850014828]
2022-10-18 05:13, [5.945469590471342 0.047563756723770736]
2022-10-18 05:14, [5.955432084627482 0.04764345667701986]
2022-10-18 05:15, [5.819932262941635 0.04770436281099701]
2022-10-18 05:16, [5.568798356934895 0.044550386855479164]
2022-10-18 05:17, [5.82064633093597 0.04694069621722557]
2022-10-18 05:18, [5.819932262941635 0.04770436281099701]
2022-10-18 05:19, [5.819932262941635 0.04770436281099701]
2022-10-18 05:20, [5.89608516855401 0.04793565177686187]
2022-10-18 05:21, [5.562628997934784 0.04450103198347827]
2022-10-18 05:22, [5.552192590236271 0.04304025263749047]
2022-10-18 05:24, [5.893809884747537 0.04952781415754232]
2022-10-18 05:25, [5.94577422445412 0.05261747101286832]
2022-10-18 05:26, [5.539170468781707 0.05081807769524502]
2022-10-18 05:28, [5.544404099064546 0.050866092651968314]
2022-10-18 05:29, [5.555863012679048 0.04916692931574378]
2022-10-18 05:30, [5.550978050490141 0.0495623040222334]
2022-10-18 05:31, [5.947343998727617 0.051716034771544496]
2022-10-18 05:32, [5.815713391318352 0.052870121739257744]
2022-10-18 05:34, [5.53930276208394 0.0499036284872427]
2022-10-18 05:35, [5.5560689371313865 0.04789714600975333]
2022-10-18 05:40, [5.76620706580072 0.051483991658935004]
2022-10-18 05:41, [5.5560689371313865 0.04789714600975333]
2022-10-18 05:42, [5.529082720482956 0.04981155604038699]
2022-10-18 05:43, [5.445959390546148 0.0486246374155906]
2022-10-18 05:44, [5.539091380929559 0.050817352118619805]
2022-10-18 05:45, [5.544404099064546 0.050866092651968314]
2022-10-18 05:46, [5.818513599320268 0.049309437282375156]
2022-10-18 05:47, [5.883581345732227 0.04944186004816998]
2022-10-18 05:48, [5.818513599320268 0.049309437282375156]
2022-10-18 05:49, [5.550163533825058 0.049116491449779275]
2022-10-18 05:51, [5.391298601364633 0.05134570096537745]
2022-10-18 05:52, [5.385016123716074 0.05494914411955178]
2022-10-18 05:53, [5.7264360346294145 0.05506188494835976]
2022-10-18 05:54, [5.383123337429253 0.05277571899440444]
2022-10-18 05:55, [5.342782000586439 0.05342782000586439]
2022-10-18 05:56, [5.426365490432446 0.05268316010128589]
2022-10-18 05:57, [5.379107194170829 0.05545471334196731]
2022-10-18 05:58, [5.426213539339849 0.05652305770145676]
2022-10-18 05:59, [5.71026557140562 0.05543947156704486]
2022-10-18 06:00, [5.806312935523173 0.05138330031436436]
2022-10-18 06:01, [5.789056605698967 0.052153663114405106]
2022-10-18 06:02, [5.764938139190395 0.053877926534489674]
2022-10-18 06:03, [5.4369966134150065 0.05491915771126269]
2022-10-18 06:04, [5.431929145064764 0.053781476683809545]
2022-10-18 06:05, [5.379061653773396 0.05662170161866733]
2022-10-18 06:06, [5.373364407037828 0.0571634511387003]
2022-10-18 06:07, [5.309342608788927 0.05362972332110027]
2022-10-18 06:08, [5.294779492677426 0.05693311282448845]
2022-10-18 06:12, [5.533411515629087 0.05533411515629087]
2022-10-18 06:13, [5.382913314214072 0.05788078832488249]
2022-10-18 06:21, [5.436931269063492 0.056050837825396826]
2022-10-18 06:22, [5.3442700422338545 0.05509556744570984]
2022-10-18 06:23, [5.309283670494183 0.05588719653151771]
2022-10-18 06:27, [5.377057521992058 0.05908854419771493]
2022-10-18 06:33, [5.3381342310413595 0.056788662032354886]
2022-10-18 06:34, [5.512890262775149 0.05512890262775149]
2022-10-18 06:35, [5.341181768176892 0.05563731008517595]
2022-10-18 06:37, [5.333720345979338 0.056741705808290833]
2022-10-18 06:38, [5.32594217803171 0.05434634875542561]
2022-10-18 06:39, [5.347624691096564 0.04906077698253728]
2022-10-18 06:40, [5.448909309532494 0.0486509759779687]
2022-10-18 06:41, [5.56227162272413 0.04635226352270108]
2022-10-18 06:42, [5.8077191554202034 0.04963862526000174]
2022-10-18 06:43, [5.893809884747537 0.04952781415754232]
2022-10-18 06:44, [5.817808948133363 0.050153525414942786]
2022-10-18 06:45, [5.768258475961639 0.04806882063301366]
2022-10-18 06:46, [5.383193406361287 0.05126850863201226]
2022-10-18 06:47, [5.305559707907131 0.05704902911728098]
2022-10-18 06:55, [5.410243370023069 0.058806993152424665]
2022-10-18 06:59, [5.377305038023669 0.052718676843369304]
2022-10-18 07:00, [5.509784393191544 0.05739358742907858]
2022-10-18 07:01, [5.4339993818387455 0.059714278921304896]
2022-10-18 07:02, [5.3732106767192995 0.061761042261141375]
2022-10-18 07:17, [5.368244283070072 0.057723056807205075]
2022-10-18 07:18, [5.533411515629087 0.05533411515629087]
2022-10-18 07:27, [5.3732326291690855 0.06105946169510324]
2022-10-18 07:28, [5.305516533012658 0.05895018370014064]
2022-10-18 07:49, [5.379038888425449 0.057223817961972866]
2022-10-18 07:56, [5.431624992124285 0.05377846526855728]
2022-10-18 13:39, [5.335091628712002 0.05994484976080901]
2022-10-18 13:40, [5.505189614305735 0.061168773492285944]
2022-10-18 13:41, [5.338081329139613 0.0586602343861496]
2022-10-18 13:54, [5.501258719044525 0.05790798651625816]
2022-10-18 13:55, [5.518843553335283 0.05631473013607431]
2022-10-18 13:56, [5.523334116379858 0.049759766814232956]
2022-10-18 13:57, [5.790236244721572 0.05034988038888324]
2022-10-18 13:58, [5.765952475622841 0.05194551779840397]
2022-10-18 13:59, [5.3444167097429665 0.050899206759456826]
2022-10-18 14:04, [5.280606673763981 0.055585333408041906]
2022-10-18 14:09, [5.410036428315515 0.06364748739194724]
2022-10-18 14:16, [5.496898726028855 0.061762907034032075]
2022-10-18 14:21, [5.293523713027589 0.05881693014475099]
2022-10-18 14:34, [5.327357261028795 0.056674013415199946]
2022-10-18 14:35, [5.505640298892672 0.055612528271643154]
2022-10-18 14:36, [5.681672016772828 0.05797624506911049]
2022-10-18 14:38, [5.277414358876677 0.060659935159502035]
2022-10-18 14:44, [5.304304040630374 0.05893671156255971]
2022-10-18 14:46, [5.2816148026951035 0.057408856551033734]
2022-10-18 14:47, [5.306810781857909 0.05586116612482009]
2022-10-18 14:59, [5.378925110156689 0.060437360788277404]
2022-10-18 15:00, [5.442757616054407 0.05284230695198453]
2022-10-18 15:01, [5.432064672286686 0.0517339492598732]
2022-10-18 15:03, [5.342800157346419 0.05289901145887543]
2022-10-18 15:04, [5.442927078797905 0.05039747295183245]
2022-10-18 15:10, [5.380975915854088 0.05724442463674562]
2022-10-18 15:13, [5.333634579594304 0.059928478422407915]
2022-10-18 15:14, [5.293509431129116 0.05947763405763051]
2022-10-18 15:19, [5.379107194170829 0.05545471334196731]
2022-10-18 15:20, [5.339686370431006 0.05504831309722687]
2022-10-18 15:21, [5.428756684022136 0.05775273068108655]
2022-10-18 15:22, [5.327885676276926 0.061952159026475884]
2022-10-18 15:39, [5.38506338781883 0.0538506338781883]
2022-10-18 15:40, [5.53365022193223 0.053208175210886825]
2022-10-18 15:41, [5.440050955876678 0.05084159771847362]
2022-10-18 15:45, [5.434716164694636 0.05545628739484322]
2022-10-18 16:00, [5.727833773998142 0.051602106072055336]
2022-10-18 16:01, [5.816757745410363 0.0514757322602687]
2022-10-18 16:02, [5.778262132828289 0.05252965575298444]
2022-10-18 16:03, [5.788763047365255 0.05262511861241141]
2022-10-18 16:04, [5.76393018089721 0.0559604871931768]
2022-10-18 16:05, [5.533590512023416 0.05372417972838268]
