SystemId,threshold,maxTPR
tromso-gw5,0.0002873666,1.0
teknobyen-gw1,0.0001173065,1.0
hoytek-gw2,1.0428e-06,1.0
bergen-gw3,4.8842e-06,1.0
trd-gw,6.4886e-06,1.0
ifi2-gw5,3.53623e-05,1.0
