SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.0218572564,1.0,0.0091743119266055,700
bergen-gw3,0.2581907861,1.0,0.1707317073170731,700
trd-gw,0.5729940095,1.0,0.047945205479452,700
ifi2-gw5,0.5332268639,1.0,0.0330188679245283,700
