SystemId,threshold,maxTPR
tromso-gw5,0.0678846474,1.0
teknobyen-gw1,0.0142856393,1.0
hoytek-gw2,0.0181173226,1.0
bergen-gw3,0.0340666354,1.0
trd-gw,0.0013773107,1.0
ifi2-gw5,0.0065214964,1.0
