SystemId,threshold,maxF1,PPV,total
tromso-gw5,16.5677770095,0.4571428571428571,0.4705882352941176,700
teknobyen-gw1,17.0091111629,0.5333333333333333,0.7272727272727273,700
hoytek-gw2,0.0101929178,0.3684210526315789,0.3181818181818182,700
bergen-gw3,0.0267647657,0.5185185185185185,0.6363636363636364,700
trd-gw,0.0182308178,0.5161290322580645,0.5333333333333333,700
ifi2-gw5,0.0093354678,0.4848484848484848,0.5333333333333333,700
