SystemId,threshold,maxTPR
tromso-gw5,0.042127341,1.0
teknobyen-gw1,0.0560010073,1.0
hoytek-gw2,0.1420851502,1.0
bergen-gw3,0.041476483,1.0
trd-gw,0.0891717134,1.0
ifi2-gw5,0.0035579328,1.0
