SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.0218572564,0.0181818181818181,0.0091743119266055,700
bergen-gw3,0.6056327676,0.3243243243243243,0.2,700
trd-gw,1.5429207424,0.1923076923076923,0.1111111111111111,700
ifi2-gw5,1.3717820592,0.2631578947368421,0.1612903225806451,700
