SystemId,threshold,maxF1,PPV,total
tromso-gw5,1.8075885682,0.1052631578947368,0.0561797752808988,705
bergen-gw3,2.5714355555,0.4,0.2608695652173913,705
trd-gw,3.5856863966,0.3809523809523809,0.2857142857142857,705
ifi2-gw5,5.364941335,0.4137931034482758,0.2727272727272727,705
