Time, Deviation score, Value, Mean, Variance
2022-10-17 12:47:41.206000+00:00,2.1581475076066368,689446.0,478537.73366350407,97726.52962465528
2022-10-17 12:47:45.288000+00:00,2.0884530241725123,682635.0,478537.73366350407,97726.52962465528
2022-10-17 12:47:47.299000+00:00,2.0262181323436557,676553.0,478537.73366350407,97726.52962465528
2022-10-17 12:47:49.309000+00:00,2.5276070611042867,725552.0,478537.73366350407,97726.52962465528
2022-10-17 12:47:53.331000+00:00,2.029216294676088,676846.0,478537.73366350407,97726.52962465528
2022-10-17 14:26:55.922000+00:00,2.1628136976444035,509496.0,298131.723104544,97726.52962465528
2022-10-17 14:26:57.933000+00:00,2.112510059329596,504580.0,298131.723104544,97726.52962465528
2022-10-17 14:29:10.853000+00:00,2.0774659584607775,497769.0,294745.46146627,97726.52962465528
2022-10-17 14:29:14.890000+00:00,2.061646303286918,496223.0,294745.46146627,97726.52962465528
2022-10-18 08:21:58.383000+00:00,2.1285358247324715,755127.0,547112.580667142,97726.52962465528
2022-10-18 12:28:00.885000+00:00,2.0480295306876726,716767.0,516620.18139708234,97726.52962465528
2022-10-18 13:57:52.781000+00:00,2.02209738849913,547758.0,350145.4396589017,97726.52962465528
2022-10-18 13:58:22.976000+00:00,2.2642010137027544,569861.0,348588.4925582033,97726.52962465528
2022-10-18 13:59:43.699000+00:00,2.4237973862931264,584037.0,347167.6929242628,97726.52962465528
2022-10-18 13:59:45.711000+00:00,2.3817719504593353,579930.0,347167.6929242628,97726.52962465528
2022-10-19 14:47:11.905000+00:00,2.058827951831978,495419.0,294216.88917322387,97726.52962465528
2022-10-19 14:47:13.919000+00:00,2.044532959414202,494022.0,294216.88917322387,97726.52962465528
2022-10-19 14:47:15.934000+00:00,2.1693301874222155,506218.0,294216.88917322387,97726.52962465528
2022-10-13 06:00:33.688000+00:00,2.123668110896913,374038.0,166499.28544749715,97726.52962465528
2022-10-13 06:00:35.699000+00:00,2.453425036920711,406264.0,166499.28544749715,97726.52962465528
2022-10-13 06:00:39.723000+00:00,2.2581863430544518,387184.0,166499.28544749715,97726.52962465528
2022-10-13 10:01:28.941000+00:00,2.443189708207479,718457.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:30.950000+00:00,3.042586824067221,777034.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:32.961000+00:00,3.3974341734327425,811712.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:34.974000+00:00,3.2543614576236206,797730.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:36.986000+00:00,2.3886088280668805,713123.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:38.996000+00:00,3.127087931716465,785292.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:41.006000+00:00,2.162600597908386,691036.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:43.015000+00:00,2.348261544528376,709180.0,479692.5486022089,97726.52962465528
2022-10-13 10:01:45.028000+00:00,2.102350837453222,685148.0,479692.5486022089,97726.52962465528
2022-10-13 10:02:31.442000+00:00,2.8454270106608104,760549.0,482475.292947862,97726.52962465528
2022-10-13 10:02:33.461000+00:00,2.7297879918252446,749248.0,482475.292947862,97726.52962465528
2022-10-13 10:02:35.478000+00:00,2.4803367927124733,724870.0,482475.292947862,97726.52962465528
2022-10-13 10:02:37.491000+00:00,2.8310808550633,759147.0,482475.292947862,97726.52962465528
2022-10-13 10:02:39.501000+00:00,2.3072926862149727,707959.0,482475.292947862,97726.52962465528
2022-10-13 10:02:43.523000+00:00,2.26413142779108,703741.0,482475.292947862,97726.52962465528
2022-10-13 10:02:45.536000+00:00,2.976312657057211,773340.0,482475.292947862,97726.52962465528
2022-10-13 10:02:47.546000+00:00,2.368033613195587,713895.0,482475.292947862,97726.52962465528
2022-10-13 10:03:41.907000+00:00,2.12987237743844,693462.0,485316.96400952735,97726.52962465528
2022-10-13 10:03:43.916000+00:00,2.1990552290752206,700223.0,485316.96400952735,97726.52962465528
2022-10-13 10:03:45.931000+00:00,2.0804487458150627,688632.0,485316.96400952735,97726.52962465528
2022-10-13 10:03:47.944000+00:00,2.258343121751379,706017.0,485316.96400952735,97726.52962465528
2022-10-13 10:03:49.957000+00:00,2.32128406546057,712168.0,485316.96400952735,97726.52962465528
2022-10-13 10:03:51.967000+00:00,2.1058563808711384,691115.0,485316.96400952735,97726.52962465528
2022-10-13 10:04:24.232000+00:00,2.4490020206453402,727502.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:26.248000+00:00,3.774210236852443,857010.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:28.265000+00:00,3.875185888376146,866878.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:30.281000+00:00,4.8318350230489235,960368.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:32.292000+00:00,5.045134319361406,981213.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:34.302000+00:00,5.072874995413368,983924.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:36.311000+00:00,4.528703415758877,930744.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:38.326000+00:00,4.808658102629265,958103.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:40.385000+00:00,4.9659030192248,973470.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:42.396000+00:00,4.590928074951788,936825.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:44.411000+00:00,3.964230286385799,875580.0,488169.5314785625,97726.52962465528
2022-10-13 10:04:46.428000+00:00,3.7047818019529375,850225.0,488169.5314785625,97726.52962465528
