SystemId,threshold,maxTPR,PPV,total
stangnes-gw,262533.555555,0.9864864864864864,0.6403508771929824,232
rodbergvn-gw2,166434.666666,0.9864864864864864,0.6403508771929824,232
narvik-gw4,11348.888888,0.9864864864864864,0.6347826086956522,232
tromso-fh-gw,2515.222222,0.9864864864864864,0.6347826086956522,232
tromso-gw5,66059.777777,0.9864864864864864,0.6375545851528385,232
teknobyen-gw1,283.333333,0.9864864864864864,0.6347826086956522,232
narvik-gw3,55451.111111,0.9864864864864864,0.6403508771929824,232
hovedbygget-gw,33966.888888,0.9864864864864864,0.6347826086956522,232
hoytek-gw2,145635.888888,0.9797297297297296,0.6331877729257642,232
teknobyen-gw2,66154.555555,0.9864864864864864,0.6347826086956522,232
ma2-gw,204428.666666,0.9864864864864864,0.6375545851528385,232
bergen-gw3,57610.444444,0.9864864864864864,0.6347826086956522,232
narvik-kv-gw,38438.888888,0.9864864864864864,0.6347826086956522,232
trd-gw,88624.444444,0.9864864864864864,0.6347826086956522,232
ifi2-gw5,33191.333333,0.9864864864864864,0.6375545851528385,232
oslo-gw1,118127.777777,0.9864864864864864,0.6347826086956522,232
