SystemId,threshold,maxTPR,PPV,total
stangnes-gw,9e-06,0.9864864864864864,0.6347826086956522,232
rodbergvn-gw2,2.2e-05,0.9864864864864864,0.6403508771929824,232
narvik-gw4,1e-06,0.9864864864864864,0.6347826086956522,232
tromso-fh-gw,9e-06,0.9864864864864864,0.6347826086956522,232
tromso-gw5,2e-06,0.9864864864864864,0.6347826086956522,232
teknobyen-gw1,5.8e-05,0.9864864864864864,0.6375545851528385,232
narvik-gw3,1.3e-05,0.9864864864864864,0.6347826086956522,232
hovedbygget-gw,7e-06,0.9864864864864864,0.6347826086956522,232
hoytek-gw2,0.000143,0.9864864864864864,0.6347826086956522,232
teknobyen-gw2,2.6e-05,0.9864864864864864,0.6347826086956522,232
ma2-gw,1.1e-05,0.9864864864864864,0.6347826086956522,232
bergen-gw3,4.8e-05,0.9864864864864864,0.6347826086956522,232
narvik-kv-gw,0.000124,0.9864864864864864,0.6347826086956522,232
trd-gw,5e-06,0.9864864864864864,0.6347826086956522,232
ifi2-gw5,0.00012,0.9864864864864864,0.6460176991150443,232
oslo-gw1,3.8e-05,0.9864864864864864,0.6347826086956522,232
