SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.002958,0.7480106100795756,0.6157205240174672,237
rodbergvn-gw2,0.007705,0.75,0.618421052631579,237
narvik-gw4,0.004006,0.746031746031746,0.6130434782608696,237
tromso-fh-gw,0.00414,0.7466666666666667,0.6167400881057269,237
tromso-gw5,0.002085,0.746031746031746,0.6130434782608696,237
teknobyen-gw1,0.038717,0.7547169811320755,0.6278026905829597,237
narvik-gw3,0.003594,0.746031746031746,0.6130434782608696,237
hovedbygget-gw,0.003558,0.7486631016042781,0.6194690265486725,237
hoytek-gw2,0.000254,0.746031746031746,0.6130434782608696,237
teknobyen-gw2,5.1e-05,0.746031746031746,0.6130434782608696,237
ma2-gw,0.00372,0.746031746031746,0.6130434782608696,237
bergen-gw3,0.003332,0.7480106100795756,0.6157205240174672,237
narvik-kv-gw,0.002555,0.746031746031746,0.6130434782608696,237
trd-gw,0.001422,0.7480106100795756,0.6157205240174672,237
ifi2-gw5,0.002345,0.75,0.618421052631579,237
oslo-gw1,0.011019,0.7473118279569892,0.6205357142857143,237
