SystemId,threshold,maxTPR,PPV,total
stangnes-gw,0.004096,0.9527027027027029,0.6157205240174672,237
rodbergvn-gw2,3.2e-05,0.9527027027027029,0.6130434782608696,237
narvik-gw4,0.000728,0.9527027027027029,0.6130434782608696,237
tromso-fh-gw,0.001262,0.9527027027027029,0.6157205240174672,237
tromso-gw5,0.000252,0.9527027027027029,0.6130434782608696,237
teknobyen-gw1,0.006855,0.9527027027027029,0.6211453744493393,237
narvik-gw3,0.003816,0.9527027027027029,0.6130434782608696,237
hovedbygget-gw,0.001426,0.9527027027027029,0.6130434782608696,237
hoytek-gw2,0.002524,0.9527027027027029,0.6130434782608696,237
teknobyen-gw2,0.001123,0.9527027027027029,0.6130434782608696,237
ma2-gw,0.005991,0.9527027027027029,0.6211453744493393,237
bergen-gw3,0.003897,0.9527027027027029,0.6157205240174672,237
narvik-kv-gw,0.001048,0.9527027027027029,0.6130434782608696,237
trd-gw,0.001812,0.9527027027027029,0.6130434782608696,237
ifi2-gw5,0.004797,0.9527027027027029,0.6157205240174672,237
oslo-gw1,0.006339,0.9527027027027029,0.6211453744493393,237
