SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.000627,0.7724867724867724,0.6347826086956522,232
rodbergvn-gw2,0.029,0.7747252747252747,0.6527777777777778,232
narvik-gw4,0.006454,0.7733333333333333,0.6387665198237885,232
tromso-fh-gw,0.000586,0.7724867724867724,0.6347826086956522,232
tromso-gw5,0.003438,0.7724867724867724,0.6347826086956522,232
teknobyen-gw1,0.0163,0.7786666666666666,0.6431718061674009,232
narvik-gw3,0.001076,0.7724867724867724,0.6347826086956522,232
hovedbygget-gw,0.004065,0.7745358090185677,0.6375545851528385,232
hoytek-gw2,0.004554,0.7733333333333333,0.6387665198237885,232
teknobyen-gw2,0.001096,0.7724867724867724,0.6347826086956522,232
ma2-gw,0.005178,0.7724867724867724,0.6347826086956522,232
bergen-gw3,0.007389,0.7786666666666666,0.6431718061674009,232
narvik-kv-gw,0.001608,0.7724867724867724,0.6347826086956522,232
trd-gw,0.003431,0.7745358090185677,0.6375545851528385,232
ifi2-gw5,0.002203,0.7745358090185677,0.6375545851528385,232
oslo-gw1,0.001371,0.7724867724867724,0.6347826086956522,232
