SystemId,threshold,maxF1,PPV,total
stangnes-gw,406058387.333328,0.7533875338753387,0.6289592760180995,237
rodbergvn-gw2,14363668.111114,0.746031746031746,0.6130434782608696,237
narvik-gw4,170005619.777771,0.7427055702917772,0.611353711790393,237
tromso-fh-gw,127899992.222229,0.7446808510638298,0.6140350877192983,237
tromso-gw5,68275940.333335,0.746031746031746,0.6130434782608696,237
teknobyen-gw1,9114788.111111,0.7486338797814208,0.6284403669724771,237
narvik-gw3,343998685.888885,0.7486631016042781,0.6194690265486725,237
hovedbygget-gw,34115210.444458,0.746031746031746,0.6130434782608696,237
hoytek-gw2,174892641.444458,0.75,0.618421052631579,237
teknobyen-gw2,91446378.333328,0.746031746031746,0.6130434782608696,237
ma2-gw,3060617166.333313,0.7450980392156863,0.6363636363636364,237
bergen-gw3,229443611.555557,0.746031746031746,0.6130434782608696,237
narvik-kv-gw,27324438.77777,0.746031746031746,0.6130434782608696,237
trd-gw,2904466908.0,0.7479674796747967,0.6244343891402715,237
ifi2-gw5,762988239.222221,0.7576601671309192,0.6445497630331753,237
oslo-gw1,140339174.777832,0.746031746031746,0.6130434782608696,237
