SystemId,threshold,maxF1,PPV,total
stangnes-gw,1e-05,0.7724867724867724,0.6347826086956522,232
rodbergvn-gw2,3.8e-05,0.7745358090185677,0.6375545851528385,232
narvik-gw4,9e-06,0.7724867724867724,0.6347826086956522,232
tromso-fh-gw,0.000209,0.7754010695187166,0.6415929203539823,232
tromso-gw5,1.3e-05,0.7724867724867724,0.6347826086956522,232
teknobyen-gw1,0.002124,0.7796610169491526,0.6699029126213593,232
narvik-gw3,3e-06,0.7724867724867724,0.6347826086956522,232
hovedbygget-gw,5.4e-05,0.7733333333333333,0.6387665198237885,232
hoytek-gw2,7e-06,0.7724867724867724,0.6347826086956522,232
teknobyen-gw2,0.000541,0.773841961852861,0.6484018264840182,232
ma2-gw,5.1e-05,0.7724867724867724,0.6347826086956522,232
bergen-gw3,7.3e-05,0.7724867724867724,0.6347826086956522,232
narvik-kv-gw,6.3e-05,0.7724867724867724,0.6347826086956522,232
trd-gw,1.6e-05,0.7786666666666666,0.6431718061674009,232
ifi2-gw5,3.3e-05,0.7724867724867724,0.6347826086956522,232
oslo-gw1,8.5e-05,0.7724867724867724,0.6347826086956522,232
