SystemId,threshold,maxTPR,PPV,total
stangnes-gw,1.8e-05,0.9527027027027029,0.6157205240174672,237
rodbergvn-gw2,3.2e-05,0.9527027027027029,0.6157205240174672,237
narvik-gw4,5e-06,0.9527027027027029,0.6130434782608696,237
tromso-fh-gw,0.000107,0.9527027027027029,0.6211453744493393,237
tromso-gw5,9e-06,0.9527027027027029,0.6130434782608696,237
teknobyen-gw1,0.000127,0.9527027027027029,0.618421052631579,237
narvik-gw3,2e-06,0.9527027027027029,0.6130434782608696,237
hovedbygget-gw,2e-06,0.9527027027027029,0.6130434782608696,237
hoytek-gw2,6.8e-05,0.9527027027027029,0.618421052631579,237
teknobyen-gw2,4.3e-05,0.9527027027027029,0.6130434782608696,237
ma2-gw,3.8e-05,0.9527027027027029,0.6157205240174672,237
bergen-gw3,7.1e-05,0.9527027027027029,0.6130434782608696,237
narvik-kv-gw,5e-05,0.9527027027027029,0.6157205240174672,237
trd-gw,1.4e-05,0.9527027027027029,0.6130434782608696,237
ifi2-gw5,1e-06,0.9527027027027029,0.6130434782608696,237
oslo-gw1,1e-06,0.9527027027027029,0.6130434782608696,237
