SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.004096,0.7480106100795756,0.6157205240174672,237
rodbergvn-gw2,0.032794,0.751412429378531,0.6456310679611651,237
narvik-gw4,0.007904,0.7466666666666667,0.6167400881057269,237
tromso-fh-gw,0.001262,0.7480106100795756,0.6157205240174672,237
tromso-gw5,0.000252,0.746031746031746,0.6130434782608696,237
teknobyen-gw1,0.006855,0.752,0.6211453744493393,237
narvik-gw3,0.003816,0.746031746031746,0.6130434782608696,237
hovedbygget-gw,0.007646,0.7547169811320755,0.6278026905829597,237
hoytek-gw2,0.010807,0.7466666666666667,0.6167400881057269,237
teknobyen-gw2,0.001123,0.746031746031746,0.6130434782608696,237
ma2-gw,0.005991,0.752,0.6211453744493393,237
bergen-gw3,0.003897,0.7480106100795756,0.6157205240174672,237
narvik-kv-gw,0.001048,0.746031746031746,0.6130434782608696,237
trd-gw,0.005553,0.7473118279569892,0.6205357142857143,237
ifi2-gw5,0.004797,0.7480106100795756,0.6157205240174672,237
oslo-gw1,0.006339,0.752,0.6211453744493393,237
