SystemId,threshold,maxTPR
stangnes-gw,0.000627,0.9864864864864864
rodbergvn-gw2,0.007225,0.9864864864864864
narvik-gw4,9e-06,0.9864864864864864
tromso-fh-gw,0.000586,0.9864864864864864
tromso-gw5,0.003438,0.9864864864864864
teknobyen-gw1,0.0163,0.9864864864864864
narvik-gw3,0.001076,0.9864864864864864
hovedbygget-gw,0.004065,0.9864864864864864
hoytek-gw2,0.000103,0.9864864864864864
teknobyen-gw2,0.001096,0.9864864864864864
ma2-gw,0.005178,0.9864864864864864
bergen-gw3,0.007389,0.9864864864864864
narvik-kv-gw,0.001608,0.9864864864864864
trd-gw,0.003431,0.9864864864864864
ifi2-gw5,0.002203,0.9864864864864864
oslo-gw1,0.001371,0.9864864864864864
