SystemId,threshold,maxF1,PPV,total
stangnes-gw,1e-06,0.746031746031746,0.6130434782608696,237
rodbergvn-gw2,1.1e-05,0.746031746031746,0.6130434782608696,237
narvik-gw4,9e-06,0.746031746031746,0.6130434782608696,237
tromso-fh-gw,0.001391,0.7543859649122807,0.6649484536082474,237
tromso-gw5,0.000114,0.7479674796747967,0.6244343891402715,237
teknobyen-gw1,0.001001,0.75,0.6272727272727273,237
narvik-gw3,5.9e-05,0.75,0.618421052631579,237
hovedbygget-gw,1.1e-05,0.7506702412868632,0.6222222222222222,237
hoytek-gw2,1.8e-05,0.746031746031746,0.6130434782608696,237
teknobyen-gw2,0.000181,0.7480106100795756,0.6157205240174672,237
ma2-gw,4e-06,0.746031746031746,0.6130434782608696,237
bergen-gw3,2.3e-05,0.746031746031746,0.6130434782608696,237
narvik-kv-gw,2e-06,0.746031746031746,0.6130434782608696,237
trd-gw,2.3e-05,0.7486631016042781,0.6194690265486725,237
ifi2-gw5,6e-06,0.746031746031746,0.6130434782608696,237
oslo-gw1,1.5e-05,0.746031746031746,0.6130434782608696,237
