SystemId,threshold,maxF1,PPV,total
stangnes-gw,153197878.444442,0.7733333333333333,0.6387665198237885,232
rodbergvn-gw2,21712929.333335,0.7724867724867724,0.6347826086956522,232
narvik-gw4,522060280.666671,0.7783783783783784,0.6486486486486487,232
tromso-fh-gw,23593579.888885,0.7724867724867724,0.6347826086956522,232
tromso-gw5,291819741.555557,0.7771739130434783,0.65,232
teknobyen-gw1,2230703.555555,0.7754010695187166,0.6415929203539823,232
narvik-gw3,17934537.555557,0.7724867724867724,0.6347826086956522,232
hovedbygget-gw,40141332.555541,0.7724867724867724,0.6347826086956522,232
hoytek-gw2,116348243.444442,0.7754010695187166,0.6415929203539823,232
teknobyen-gw2,218471914.555557,0.7762803234501348,0.6457399103139013,232
ma2-gw,75769589.222229,0.7692307692307693,0.6331877729257642,232
bergen-gw3,20374993.555541,0.7745358090185677,0.6375545851528385,232
narvik-kv-gw,468062126.111114,0.7783783783783784,0.6486486486486487,232
trd-gw,41296497.444458,0.7724867724867724,0.6347826086956522,232
ifi2-gw5,1414661172.666664,0.783625730994152,0.6907216494845361,232
oslo-gw1,505226827.888916,0.7733333333333333,0.6387665198237885,232
