SystemId,threshold,maxTPR
stangnes-gw,184327719.222229,0.9246575342465754
rodbergvn-gw2,183455444.333313,0.9315068493150684
narvik-gw4,68695733.333343,0.9315068493150684
tromso-fh-gw,52913496.555541,0.9315068493150684
tromso-gw5,26787181.333343,0.9315068493150684
teknobyen-gw1,3285478.11111,0.9315068493150684
narvik-gw3,281426421.333313,0.9246575342465754
hovedbygget-gw,485348768.666748,0.9315068493150684
hoytek-gw2,3593184179.333336,0.9315068493150684
teknobyen-gw2,52744546.333312,0.9315068493150684
ma2-gw,35124504.777832,0.9315068493150684
bergen-gw3,166304306.333374,0.9315068493150684
narvik-kv-gw,645904262.444458,0.9315068493150684
trd-gw,607015089.333496,0.9315068493150684
ifi2-gw5,904890954.888885,0.9315068493150684
oslo-gw1,196101973.111328,0.9315068493150684
