SystemId,threshold,maxF1,PPV,total
stangnes-gw,9e-06,0.7724867724867724,0.6347826086956522,232
rodbergvn-gw2,2.2e-05,0.776595744680851,0.6403508771929824,232
narvik-gw4,1e-06,0.7724867724867724,0.6347826086956522,232
tromso-fh-gw,9e-06,0.7724867724867724,0.6347826086956522,232
tromso-gw5,2e-06,0.7724867724867724,0.6347826086956522,232
teknobyen-gw1,0.000383,0.7754010695187166,0.6415929203539823,232
narvik-gw3,1.3e-05,0.7724867724867724,0.6347826086956522,232
hovedbygget-gw,7e-06,0.7724867724867724,0.6347826086956522,232
hoytek-gw2,0.000143,0.7724867724867724,0.6347826086956522,232
teknobyen-gw2,0.000509,0.7733333333333333,0.6387665198237885,232
ma2-gw,1.1e-05,0.7724867724867724,0.6347826086956522,232
bergen-gw3,4.8e-05,0.7724867724867724,0.6347826086956522,232
narvik-kv-gw,0.000124,0.7724867724867724,0.6347826086956522,232
trd-gw,5e-06,0.7724867724867724,0.6347826086956522,232
ifi2-gw5,0.00012,0.7807486631016043,0.6460176991150443,232
oslo-gw1,9.6e-05,0.7733333333333333,0.6387665198237885,232
