SystemId,threshold,maxTPR,PPV,total
stangnes-gw,22752.777777,0.9527027027027029,0.6130434782608696,237
rodbergvn-gw2,61587.333333,0.9527027027027029,0.6157205240174672,237
narvik-gw4,184800.888888,0.945945945945946,0.6194690265486725,237
tromso-fh-gw,16610.222222,0.9527027027027029,0.6130434782608696,237
tromso-gw5,49716.111111,0.9527027027027029,0.6130434782608696,237
teknobyen-gw1,2643.777777,0.9527027027027029,0.6130434782608696,237
narvik-gw3,6356.333333,0.9527027027027029,0.6130434782608696,237
hovedbygget-gw,982320.888888,0.945945945945946,0.6194690265486725,237
hoytek-gw2,39407.333333,0.9527027027027029,0.6130434782608696,237
teknobyen-gw2,44275.333333,0.9527027027027029,0.6130434782608696,237
ma2-gw,82523.444444,0.9527027027027029,0.6130434782608696,237
bergen-gw3,384048.111111,0.9527027027027029,0.6266666666666667,237
narvik-kv-gw,213849.888888,0.9527027027027029,0.6211453744493393,237
trd-gw,44350.888888,0.9527027027027029,0.6130434782608696,237
ifi2-gw5,197710.333333,0.945945945945946,0.611353711790393,237
oslo-gw1,213476.555555,0.9527027027027029,0.6130434782608696,237
