SystemId,threshold,maxTPR
stangnes-gw,524954.666666,0.9864864864864864
rodbergvn-gw2,332877.555555,0.9864864864864864
narvik-gw4,332085.333333,0.9864864864864864
tromso-fh-gw,4064.333333,0.9864864864864864
tromso-gw5,36039.333333,0.9864864864864864
teknobyen-gw1,678.555555,0.9864864864864864
narvik-gw3,112311.777777,0.9864864864864864
hovedbygget-gw,78423.222222,0.9864864864864864
hoytek-gw2,61333.888888,0.9864864864864864
teknobyen-gw2,133121.111111,0.9864864864864864
ma2-gw,333313.222222,0.9864864864864864
bergen-gw3,480238.111111,0.9864864864864864
narvik-kv-gw,78911.222222,0.9864864864864864
trd-gw,425584.777777,0.9864864864864864
ifi2-gw5,74784.0,0.9797297297297296
oslo-gw1,643611.555555,0.9864864864864864
