SystemId,threshold,maxTPR
stangnes-gw,0.000943,0.9527027027027029
rodbergvn-gw2,0.002771,0.9527027027027029
narvik-gw4,0.007175,0.9527027027027029
tromso-fh-gw,0.00593,0.9527027027027029
tromso-gw5,0.004668,0.9527027027027029
teknobyen-gw1,0.000504,0.9527027027027029
narvik-gw3,0.006245,0.9527027027027029
hovedbygget-gw,5.6e-05,0.9527027027027029
hoytek-gw2,0.025713,0.9527027027027029
teknobyen-gw2,0.00226,0.9527027027027029
ma2-gw,0.001332,0.9527027027027029
bergen-gw3,0.003708,0.9527027027027029
narvik-kv-gw,0.000147,0.9527027027027029
trd-gw,0.001593,0.9527027027027029
ifi2-gw5,0.003613,0.9527027027027029
oslo-gw1,0.000903,0.9527027027027029
