SystemId,threshold,maxTPR,PPV,total
stangnes-gw,20742097.555557,0.9864864864864864,0.6347826086956522,232
rodbergvn-gw2,21652629.333335,0.9864864864864864,0.6347826086956522,232
narvik-gw4,217237672.555557,0.9797297297297296,0.6331877729257642,232
tromso-fh-gw,28647808.888885,0.9864864864864864,0.6347826086956522,232
tromso-gw5,94156119.444442,0.9864864864864864,0.6375545851528385,232
teknobyen-gw1,248465.333333,0.9864864864864864,0.6347826086956522,232
narvik-gw3,17988805.333335,0.9864864864864864,0.6347826086956522,232
hovedbygget-gw,58518210.333312,0.9864864864864864,0.6347826086956522,232
hoytek-gw2,3881096.666656,0.9864864864864864,0.6375545851528385,232
teknobyen-gw2,13924418.555557,0.9864864864864864,0.6375545851528385,232
ma2-gw,171359846.0,0.9797297297297296,0.6331877729257642,232
bergen-gw3,21740715.888885,0.9864864864864864,0.6347826086956522,232
narvik-kv-gw,113915988.888885,0.9864864864864864,0.6375545851528385,232
trd-gw,219033027.0,0.9864864864864864,0.6375545851528385,232
ifi2-gw5,16818487.777778,0.9864864864864864,0.6347826086956522,232
oslo-gw1,658475148.888916,0.9864864864864864,0.6403508771929824,232
