SystemId,threshold,maxF1,PPV,total
stangnes-gw,389370.777777,0.7258064516129032,0.5973451327433629,240
rodbergvn-gw2,179162.666666,0.7277628032345014,0.6,240
narvik-gw4,11526.666666,0.723404255319149,0.591304347826087,240
tromso-fh-gw,25276.666666,0.7253333333333334,0.5938864628820961,240
tromso-gw5,129061.555555,0.723404255319149,0.591304347826087,240
teknobyen-gw1,442791.777777,0.75,0.6631578947368421,240
narvik-gw3,486466.222222,0.7272727272727273,0.5964912280701754,240
hovedbygget-gw,727094.888888,0.7311827956989247,0.6017699115044248,240
hoytek-gw2,175570.666666,0.723404255319149,0.591304347826087,240
teknobyen-gw2,451991.777777,0.723404255319149,0.591304347826087,240
ma2-gw,83122.777777,0.723404255319149,0.591304347826087,240
bergen-gw3,72502.777777,0.7238605898123325,0.5947136563876652,240
narvik-kv-gw,160539.111111,0.7292225201072386,0.5991189427312775,240
trd-gw,833889.222222,0.723404255319149,0.591304347826087,240
ifi2-gw5,1628872.777777,0.7303370786516854,0.6190476190476191,240
oslo-gw1,2584346.444444,0.7272727272727273,0.5964912280701754,240
