SystemId,threshold,maxF1,PPV,total
stangnes-gw,92128646.888885,0.723404255319149,0.591304347826087,240
rodbergvn-gw2,336622652.777771,0.7336956521739131,0.6081081081081081,240
narvik-gw4,21585806.333343,0.723404255319149,0.591304347826087,240
tromso-fh-gw,23260451.333343,0.723404255319149,0.591304347826087,240
tromso-gw5,44546024.444442,0.72,0.5895196506550219,240
teknobyen-gw1,24710435.111111,0.7520891364902507,0.6338028169014085,240
narvik-gw3,195202191.111114,0.72,0.5895196506550219,240
hovedbygget-gw,25781992.888916,0.723404255319149,0.591304347826087,240
hoytek-gw2,56205756.666625,0.723404255319149,0.591304347826087,240
teknobyen-gw2,24482451.444458,0.723404255319149,0.591304347826087,240
ma2-gw,69641564.777832,0.723404255319149,0.591304347826087,240
bergen-gw3,342300773.333343,0.7223719676549866,0.5955555555555555,240
narvik-kv-gw,321118627.888916,0.7292225201072386,0.5991189427312775,240
trd-gw,512288628.666748,0.723404255319149,0.591304347826087,240
ifi2-gw5,31905097.444442,0.723404255319149,0.591304347826087,240
oslo-gw1,356137451.777832,0.7253333333333334,0.5938864628820961,240
