SystemId,threshold,maxTPR
stangnes-gw,5.5e-05,0.9864864864864864
rodbergvn-gw2,2.1e-05,0.9864864864864864
narvik-gw4,0.000106,0.9864864864864864
tromso-fh-gw,7.6e-05,0.9864864864864864
tromso-gw5,2e-05,0.9864864864864864
teknobyen-gw1,0.000253,0.9864864864864864
narvik-gw3,1.4e-05,0.9864864864864864
hovedbygget-gw,1.2e-05,0.9864864864864864
hoytek-gw2,0.000271,0.9864864864864864
teknobyen-gw2,5.3e-05,0.9864864864864864
ma2-gw,3.9e-05,0.9864864864864864
bergen-gw3,1e-05,0.9864864864864864
narvik-kv-gw,2.7e-05,0.9864864864864864
trd-gw,1.5e-05,0.9864864864864864
ifi2-gw5,3.7e-05,0.9864864864864864
oslo-gw1,1.3e-05,0.9864864864864864
