SystemId,threshold,maxTPR,PPV,total
stangnes-gw,1e-05,0.9864864864864864,0.6347826086956522,232
rodbergvn-gw2,3.8e-05,0.9864864864864864,0.6375545851528385,232
narvik-gw4,9e-06,0.9864864864864864,0.6347826086956522,232
tromso-fh-gw,4.3e-05,0.9864864864864864,0.6347826086956522,232
tromso-gw5,1.3e-05,0.9864864864864864,0.6347826086956522,232
teknobyen-gw1,9.2e-05,0.9864864864864864,0.6347826086956522,232
narvik-gw3,3e-06,0.9864864864864864,0.6347826086956522,232
hovedbygget-gw,1e-05,0.9864864864864864,0.6347826086956522,232
hoytek-gw2,7e-06,0.9864864864864864,0.6347826086956522,232
teknobyen-gw2,0.000171,0.9864864864864864,0.6347826086956522,232
ma2-gw,5.1e-05,0.9864864864864864,0.6347826086956522,232
bergen-gw3,7.3e-05,0.9864864864864864,0.6347826086956522,232
narvik-kv-gw,6.3e-05,0.9864864864864864,0.6347826086956522,232
trd-gw,1.6e-05,0.9864864864864864,0.6431718061674009,232
ifi2-gw5,3.3e-05,0.9864864864864864,0.6347826086956522,232
oslo-gw1,8.5e-05,0.9864864864864864,0.6347826086956522,232
