SystemId,threshold,maxTPR
stangnes-gw,45433.666666,0.9527027027027029
rodbergvn-gw2,25358.666666,0.9527027027027029
narvik-gw4,28075.888888,0.9527027027027029
tromso-fh-gw,182318.222222,0.945945945945946
tromso-gw5,99448.333333,0.9527027027027029
teknobyen-gw1,9549.777777,0.9527027027027029
narvik-gw3,12957.777777,0.9527027027027029
hovedbygget-gw,214057.333333,0.9527027027027029
hoytek-gw2,947427.666666,0.9527027027027029
teknobyen-gw2,89953.777777,0.9527027027027029
ma2-gw,42732.111111,0.9527027027027029
bergen-gw3,627532.555555,0.945945945945946
narvik-kv-gw,440990.111111,0.9527027027027029
trd-gw,196620.222222,0.9527027027027029
ifi2-gw5,165885.666666,0.9527027027027029
oslo-gw1,66955.444444,0.9527027027027029
