SystemId,threshold,maxF1,PPV,total
stangnes-gw,1.8e-05,0.7480106100795756,0.6157205240174672,237
rodbergvn-gw2,0.000149,0.7513513513513513,0.6261261261261262,237
narvik-gw4,1.8e-05,0.7466666666666667,0.6167400881057269,237
tromso-fh-gw,0.000456,0.7588075880758808,0.6334841628959276,237
tromso-gw5,9e-06,0.746031746031746,0.6130434782608696,237
teknobyen-gw1,0.000127,0.75,0.618421052631579,237
narvik-gw3,2e-06,0.746031746031746,0.6130434782608696,237
hovedbygget-gw,2e-06,0.746031746031746,0.6130434782608696,237
hoytek-gw2,6.8e-05,0.75,0.618421052631579,237
teknobyen-gw2,0.000137,0.7466666666666667,0.6167400881057269,237
ma2-gw,3.8e-05,0.7480106100795756,0.6157205240174672,237
bergen-gw3,7.1e-05,0.746031746031746,0.6130434782608696,237
narvik-kv-gw,0.000249,0.7533875338753387,0.6289592760180995,237
trd-gw,1.4e-05,0.746031746031746,0.6130434782608696,237
ifi2-gw5,1e-06,0.746031746031746,0.6130434782608696,237
oslo-gw1,0.000647,0.7570621468926554,0.6504854368932039,237
