SystemId,threshold,maxF1,PPV,total
stangnes-gw,262421.111111,0.776595744680851,0.6403508771929824,232
rodbergvn-gw2,166442.888888,0.776595744680851,0.6403508771929824,232
narvik-gw4,44074.111111,0.7724867724867724,0.6347826086956522,232
tromso-fh-gw,1549.111111,0.7724867724867724,0.6347826086956522,232
tromso-gw5,89190.222222,0.7745358090185677,0.6375545851528385,232
teknobyen-gw1,395.222222,0.7724867724867724,0.6347826086956522,232
narvik-gw3,56860.666666,0.776595744680851,0.6403508771929824,232
hovedbygget-gw,1066970.222222,0.7741935483870968,0.6428571428571429,232
hoytek-gw2,370917.444444,0.7774798927613941,0.6444444444444445,232
teknobyen-gw2,1804178.0,0.7942857142857143,0.6881188118811881,232
ma2-gw,128884.555555,0.7745358090185677,0.6375545851528385,232
bergen-gw3,160226.666666,0.7807486631016043,0.6460176991150443,232
narvik-kv-gw,40472.333333,0.7724867724867724,0.6347826086956522,232
trd-gw,809641.111111,0.7733333333333333,0.6387665198237885,232
ifi2-gw5,674182.222222,0.7752808988764045,0.6634615384615384,232
oslo-gw1,76104.333333,0.7724867724867724,0.6347826086956522,232
