SystemId,threshold,maxTPR
stangnes-gw,625194.666666,0.9315068493150684
rodbergvn-gw2,138662.555555,0.9315068493150684
narvik-gw4,458525.777777,0.9246575342465754
tromso-fh-gw,50102.555555,0.9315068493150684
tromso-gw5,397104.111111,0.9246575342465754
teknobyen-gw1,12687.888888,0.9315068493150684
narvik-gw3,970621.444444,0.9315068493150684
hovedbygget-gw,1699316.222222,0.9315068493150684
hoytek-gw2,2700671.111111,0.9315068493150684
teknobyen-gw2,897218.222222,0.9315068493150684
ma2-gw,10494.222222,0.9315068493150684
bergen-gw3,794743.111111,0.9315068493150684
narvik-kv-gw,315729.333333,0.9315068493150684
trd-gw,1962835.777777,0.9315068493150684
ifi2-gw5,302297.333333,0.9315068493150684
oslo-gw1,6532717.888888,0.9315068493150684
