SystemId,threshold,maxTPR,PPV,total
stangnes-gw,20772022.222221,0.9864864864864864,0.6347826086956522,232
rodbergvn-gw2,21712929.333335,0.9864864864864864,0.6347826086956522,232
narvik-gw4,316202768.555557,0.9797297297297296,0.6444444444444445,232
tromso-fh-gw,23593579.888885,0.9864864864864864,0.6347826086956522,232
tromso-gw5,88104588.222221,0.9864864864864864,0.6375545851528385,232
teknobyen-gw1,554454.555555,0.9864864864864864,0.6375545851528385,232
narvik-gw3,17934537.555557,0.9864864864864864,0.6347826086956522,232
hovedbygget-gw,40141332.555541,0.9864864864864864,0.6347826086956522,232
hoytek-gw2,28442955.222229,0.9864864864864864,0.6347826086956522,232
teknobyen-gw2,611666.333328,0.9864864864864864,0.6347826086956522,232
ma2-gw,75769589.222229,0.9797297297297296,0.6331877729257642,232
bergen-gw3,20374993.555541,0.9864864864864864,0.6375545851528385,232
narvik-kv-gw,113606102.666671,0.9864864864864864,0.6375545851528385,232
trd-gw,41296497.444458,0.9864864864864864,0.6347826086956522,232
ifi2-gw5,107587448.333332,0.9864864864864864,0.6375545851528385,232
oslo-gw1,505226827.888916,0.9797297297297296,0.6387665198237885,232
