SystemId,threshold,maxTPR,PPV,total
stangnes-gw,0.793699,1.0,0.2422661200149087,5373
rodbergvn-gw2,0.926375,1.0,0.2423112767940354,5372
narvik-gw4,-0.59034,1.0,0.2422164566345441,5400
tromso-fh-gw,2.018976,1.0,0.2422371866816311,5352
tromso-gw5,0.004676,1.0,0.2427366447985004,5350
teknobyen-gw1,-0.024528,1.0,0.2414643399089529,5274
narvik-gw3,1.043845,1.0,0.242633345766505,5372
hovedbygget-gw,0.015196,1.0,0.2420818670124097,5400
hoytek-gw2,-0.002565,1.0,0.2421267135976287,5400
teknobyen-gw2,2.11155,1.0,0.2419868791002811,5338
ma2-gw,1.624978,1.0,0.2424860853432282,5400
bergen-gw3,1.127031,1.0,0.2422164566345441,5399
narvik-kv-gw,0.005323,1.0,0.242044178210408,5346
trd-gw,5.693774,1.0,0.2425760950259836,5400
ifi2-gw5,-0.001161,1.0,0.2429801572444777,5346
oslo-gw1,0.286701,1.0,0.2428465254552211,5400
