SystemId,threshold,maxTPR,PPV,total
stangnes-gw,1.140519,1.0,0.2421307506053268,5373
rodbergvn-gw2,1.631125,1.0,0.2424016408726459,5372
narvik-gw4,-1.944783,1.0,0.2422164566345441,5400
tromso-fh-gw,3.53662,1.0,0.2582768248903071,5352
tromso-gw5,2.327219,1.0,0.2539215686274509,5350
teknobyen-gw1,-0.125133,1.0,0.2414643399089529,5274
narvik-gw3,1.269521,1.0,0.2425881036733171,5372
hovedbygget-gw,3.938759,1.0,0.242037037037037,5400
hoytek-gw2,-1.81869,1.0,0.2420818670124097,5400
teknobyen-gw2,4.463769,1.0,0.2421230307576894,5338
ma2-gw,2.463439,1.0,0.2420818670124097,5400
bergen-gw3,0.062852,1.0,0.2426661715558856,5399
narvik-kv-gw,0.078631,1.0,0.2419535928143712,5346
trd-gw,5.134214,1.0,0.242037037037037,5400
ifi2-gw5,-0.215969,0.9992295839753468,0.2427475201197829,5346
oslo-gw1,4.863014,1.0,0.242037037037037,5400
