SystemId,threshold,maxF1,PPV,total
stangnes-gw,1.474084,0.391113797793562,0.2433703216099304,5373
rodbergvn-gw2,1.584277,0.39003900390039,0.2422661200149087,5372
narvik-gw4,-0.873225,0.4060555088309504,0.2602414833980164,5400
tromso-fh-gw,3.763906,0.4215320910973085,0.287977369165488,5352
tromso-gw5,3.168735,0.4097560975609756,0.2619354838709677,5350
teknobyen-gw1,2.351139,0.4700615556799105,0.8171206225680934,5274
narvik-gw3,2.614517,0.4052930056710775,0.268739032338932,5372
hovedbygget-gw,8.753861,0.3900075700227101,0.2431106077765194,5400
hoytek-gw2,4.751198,0.4358903350872334,0.3415798611111111,5400
teknobyen-gw2,9.303769,0.4234977276552769,0.2705376344086021,5338
ma2-gw,1.698907,0.3902074936557695,0.2423961424332344,5400
bergen-gw3,20.314152,0.4211831385051364,0.2740262733348698,5399
narvik-kv-gw,6.224101,0.4253557567917205,0.3195956454121306,5346
trd-gw,17.233558,0.4028093369138608,0.2758913412563667,5400
ifi2-gw5,2.284093,0.4154929577464789,0.2692834322227293,5346
oslo-gw1,17.90462,0.4049411310557807,0.2707795560144553,5400
