SystemId,threshold,maxTPR,PPV,total
stangnes-gw,1.212348,1.0,0.2421758569299553,5373
rodbergvn-gw2,1.584277,1.0,0.2422661200149087,5372
narvik-gw4,-2.36873,1.0,0.2421267135976287,5400
tromso-fh-gw,2.422006,1.0,0.2437417654808959,5352
tromso-gw5,2.170726,1.0,0.2506289916779562,5350
teknobyen-gw1,-0.10226,1.0,0.2416018219776048,5274
narvik-gw3,1.213223,1.0,0.2425881036733171,5372
hovedbygget-gw,3.050537,1.0,0.242037037037037,5400
hoytek-gw2,-5.022096,1.0,0.2420818670124097,5400
teknobyen-gw2,3.916712,1.0,0.2420322459692538,5338
ma2-gw,1.698907,1.0,0.2423961424332344,5400
bergen-gw3,1.41342,1.0,0.2422164566345441,5399
narvik-kv-gw,1.276875,1.0,0.2420894963489983,5346
trd-gw,10.658654,1.0,0.242171576801927,5400
ifi2-gw5,-0.216222,0.9992295839753468,0.2426566884939195,5346
oslo-gw1,10.795664,1.0,0.242171576801927,5400
