SystemId,threshold,maxF1,PPV,total
stangnes-gw,2.350804,0.3905825535768186,0.2429590687194893,5373
rodbergvn-gw2,3.168497,0.390625,0.2427184466019417,5372
narvik-gw4,-0.906771,0.394790522516868,0.2483221476510067,5400
tromso-fh-gw,6.007296,0.4778373112518266,0.3489861259338314,5352
tromso-gw5,4.341697,0.4059644059644059,0.2561715904492108,5350
teknobyen-gw1,44.205061,0.4899169632265717,1.0,5274
narvik-gw3,4.498838,0.4265825134583256,0.2812041116005874,5372
hovedbygget-gw,17.928902,0.4336734693877551,0.3252965939533104,5400
hoytek-gw2,4.731815,0.4241348713398403,0.2761090573012939,5400
teknobyen-gw2,12.769212,0.4309479799313441,0.3269230769230769,5338
ma2-gw,3.74622,0.3902074936557695,0.2423961424332344,5400
bergen-gw3,5.438885,0.3918406072106262,0.246960334861471,5399
narvik-kv-gw,8.801651,0.4810126582278481,0.4144295302013422,5346
trd-gw,14.87485,0.4245908889871738,0.2986003110419907,5400
ifi2-gw5,1.573419,0.3910447761194029,0.2491546914623837,5346
oslo-gw1,10.804969,0.3898431665421957,0.2422048997772828,5400
