SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.173738,0.3907940862673373,0.2436799087625926,5373
rodbergvn-gw2,0.164016,0.3899805009749512,0.2422209800633501,5372
narvik-gw4,-0.110188,0.4087820177731312,0.2646660649819494,5400
tromso-fh-gw,1.367151,0.4022427202025683,0.2626358053849787,5352
tromso-gw5,0.378089,0.3931702814951546,0.2454859777180176,5350
teknobyen-gw1,0.752367,0.4805194805194805,0.9667458432304038,5274
narvik-gw3,0.414949,0.4108421411524037,0.2639649507119386,5372
hovedbygget-gw,2.325807,0.3934763948497854,0.2536520584329349,5400
hoytek-gw2,2.463483,0.4534430489389346,0.3162186650558743,5400
teknobyen-gw2,6.031073,0.4365664927118949,0.2843413033286451,5338
ma2-gw,0.555761,0.3901928539393033,0.2424749163879598,5400
bergen-gw3,2.609459,0.3905487804878049,0.2438606510565391,5399
narvik-kv-gw,2.25985,0.4111710865993898,0.2951482479784366,5346
trd-gw,7.105729,0.4450761421319797,0.3029297954671089,5400
ifi2-gw5,-0.088674,0.3910227443892152,0.2430256506272233,5346
oslo-gw1,10.957521,0.4787257255073096,0.3348595848595848,5400
