SystemId,threshold,maxF1,PPV,total
stangnes-gw,1.395281,0.3908775109500075,0.2431873707949633,5373
rodbergvn-gw2,1.705824,0.3903245192307692,0.2425317401045556,5372
narvik-gw4,-0.837943,0.4102305233047282,0.2629421915444349,5400
tromso-fh-gw,4.156562,0.4339389663079908,0.2812071330589849,5352
tromso-gw5,3.087468,0.4161927065908331,0.2656416826820414,5350
teknobyen-gw1,2.373892,0.4697986577181208,0.8155339805825242,5274
narvik-gw3,2.792163,0.4024483550114767,0.2678889737713267,5372
hovedbygget-gw,8.69414,0.3909339823547307,0.2439719005126258,5400
hoytek-gw2,5.224003,0.4550807217473884,0.302678120262759,5400
teknobyen-gw2,9.180382,0.4166526775222427,0.2659665666523789,5338
ma2-gw,3.117185,0.3901271503365744,0.2424693194496095,5400
bergen-gw3,0.062852,0.3905572986702525,0.2426661715558856,5399
narvik-kv-gw,6.675061,0.4614156466205428,0.3517241379310344,5346
trd-gw,12.892796,0.4154096077976328,0.2981345769487009,5400
ifi2-gw5,-0.215969,0.390603824725192,0.2427475201197829,5346
oslo-gw1,7.251973,0.3899014042426053,0.242249860775942,5400
