SystemId,threshold,maxF1,PPV,total
stangnes-gw,2.538896,0.3907214942009339,0.2429293875257538,5373
rodbergvn-gw2,2.779682,0.3902731912338637,0.2424468481909735,5372
narvik-gw4,-0.934968,0.3923534942024443,0.2466995073891625,5400
tromso-fh-gw,4.699222,0.4666850981476361,0.363479758828596,5352
tromso-gw5,4.036582,0.4030131826741996,0.2529052590112271,5350
teknobyen-gw1,13.838463,0.4905437352245863,0.9904534606205252,5274
narvik-gw3,4.294932,0.4334919124643197,0.2880627212948912,5372
hovedbygget-gw,15.610923,0.4256256256256256,0.288232104121475,5400
hoytek-gw2,3.523628,0.4161746287350152,0.2716020551144325,5400
teknobyen-gw2,10.26758,0.4291252317545929,0.2742352434295562,5338
ma2-gw,6.855395,0.3902960024412572,0.2437583380979607,5400
bergen-gw3,16.708635,0.4040061110168053,0.2595986038394415,5399
narvik-kv-gw,7.93663,0.4645974781765276,0.3383963263864359,5346
trd-gw,18.183931,0.4215228426395939,0.2868988391376451,5400
ifi2-gw5,2.307982,0.4122294744074201,0.2652519893899204,5346
oslo-gw1,16.778267,0.3908359884691245,0.2437547312641937,5400
