Time, Change, Value, Mean of the last 10 minutes
2011-01-03 03:50:00,0.00010821006700887362,0.00010506506899666154,0.00021327513600553517
2011-01-04 05:16:00,0.00012085036122713705,0.0001373564022059311,0.00025820676343306815
2011-01-04 05:17:00,0.00011284324020357811,0.00013941948641209908,0.0002522627266156772
2011-01-04 06:49:00,0.00014704085133165367,7.171212820764075e-05,0.0002187529795392944
2011-01-04 06:50:00,0.00013547142786282987,7.024727915182182e-05,0.0002057187070146517
2011-01-06 07:17:00,0.00011229508046682203,5.33464099958896e-05,0.00016564149046271163
2011-01-07 22:59:00,0.00010926223426899889,0.00021394540192854188,0.00010468316765954299
2011-01-07 23:00:00,0.00022187756586992185,0.00033086474914073517,0.00010898718327081333
2011-01-07 23:01:00,0.0002222429333878831,0.0003436430385486258,0.00012140010516074271
2011-01-07 23:02:00,0.00021751048210545584,0.0003640897514023352,0.00014657926929687937
2011-01-07 23:03:00,0.0001902935935331329,0.0003630283270154469,0.000172734733482314
2011-01-07 23:04:00,0.00014930002560344726,0.0003507327399814888,0.00020143271437804156
2011-01-07 23:05:00,0.0001340390722083386,0.0003640037790656983,0.0002299647068573597
2011-01-07 23:06:00,0.00012609710406010687,0.00038364047314460274,0.0002575433690844959
2011-01-08 10:10:00,0.0001246208729991166,0.00019628316841923538,0.000320904041418352
2011-01-08 18:43:00,0.00011994526261257052,0.0002284236945318983,0.0003483689571444688
2011-01-08 22:58:00,0.00015054814450436753,0.00018909213035035207,0.0003396402748547196
2011-01-08 22:59:00,0.0001938079152094147,0.00014289098006368283,0.00033669889527309754
2011-01-08 23:00:00,0.00018175016437174964,0.00013769733542683813,0.00031944749979858776
2011-01-08 23:01:00,0.0001597671577238882,0.00013768025240579613,0.00029744741012968434
2011-01-08 23:02:00,0.00013782776078935486,0.0001367226039437004,0.00027455036473305526
2011-01-08 23:03:00,0.00011633262742996556,0.00013660342140328768,0.00025293604883325324
2011-01-09 22:59:00,0.0001251708344598057,0.00024061579859391426,0.00011544496413410856
2011-01-09 23:00:00,0.00021012116126075845,0.0003267510256483224,0.00011662986438756395
2011-01-09 23:01:00,0.00015839463356107704,0.00028902856809331597,0.00013063393453223893
2011-01-09 23:02:00,0.0001533330512129291,0.00030744196597138094,0.00015410891475845184
2011-01-09 23:03:00,0.00016958482316499916,0.0003425990592660535,0.00017301423610105435
2011-01-09 23:04:00,0.00016167821129544515,0.00035594999331366785,0.0001942717820182227
2011-01-09 23:05:00,0.00011575503396049755,0.0003352503947909039,0.00021949536083040635
2011-01-09 23:06:00,0.00010200543409928458,0.00034802486280044746,0.0002460194287011629
