SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.0147244216,0.4888888888888889,0.3928571428571428,156
teknobyen-gw1,0.0167672714,0.4090909090909091,0.36,156
hoytek-gw2,5.9933e-06,0.2413793103448276,0.1443298969072164,156
bergen-gw3,1.85894e-05,0.5106382978723404,0.4137931034482758,156
trd-gw,1.7067e-05,0.3157894736842105,0.2307692307692307,156
ifi2-gw5,6.1443e-06,0.2857142857142857,0.4,156
