SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.7855915385,0.3846153846153846,0.8333333333333334,169
teknobyen-gw1,1.0005683153,0.4,0.391304347826087,169
hoytek-gw2,0.0130521897,0.2155688622754491,0.1241379310344827,169
bergen-gw3,0.703655941,0.391304347826087,0.36,169
trd-gw,0.051202561,0.1976744186046511,0.1125827814569536,169
ifi2-gw5,0.4969512006,0.2826086956521739,0.1830985915492957,169
