SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.0070963289,0.4285714285714285,0.5454545454545454,161
teknobyen-gw1,0.0119701475,0.3018867924528302,0.2352941176470588,161
hoytek-gw2,8.083e-07,0.2480620155038759,0.1454545454545454,161
bergen-gw3,2.609e-07,0.1954022988505747,0.1089743589743589,161
trd-gw,1.444e-07,0.2023809523809523,0.1133333333333333,161
ifi2-gw5,1.4063e-06,0.3157894736842105,0.2068965517241379,161
