SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.0698573542,0.9411764705882352,0.1159420289855072,156
teknobyen-gw1,0.0092908719,0.9473684210526316,0.1276595744680851,156
hoytek-gw2,0.0052876577,0.9473684210526316,0.1258741258741259,156
bergen-gw3,0.0171458905,0.9444444444444444,0.1205673758865248,156
trd-gw,0.0026325801,0.9444444444444444,0.1096774193548387,156
ifi2-gw5,0.0036151506,0.9444444444444444,0.1111111111111111,156
