SystemId,threshold,maxF1,PPV,total
tromso-gw5,144571.2222222222,0.5,0.875,169
teknobyen-gw1,109429.3333333333,0.4705882352941176,0.6666666666666666,169
hoytek-gw2,7229.8888888888,0.4210526315789473,0.5,169
bergen-gw3,59088.6666666666,0.5,0.7272727272727273,169
trd-gw,85562.6666666666,0.5,1.0,169
ifi2-gw5,63810.5555555555,0.5,0.7272727272727273,169
