SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.0038374547,0.4,0.3478260869565217,156
teknobyen-gw1,0.0052446467,0.32,0.2580645161290322,156
hoytek-gw2,3.1776e-06,0.2795698924731182,0.1756756756756756,156
bergen-gw3,2.4348e-06,0.2429906542056074,0.146067415730337,156
trd-gw,6.1977e-06,0.2340425531914893,0.1447368421052631,156
ifi2-gw5,2.1647e-06,0.2950819672131147,0.2093023255813953,156
