SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.0094517694,0.4,0.625,161
teknobyen-gw1,0.0062919243,0.4230769230769231,0.3333333333333333,161
hoytek-gw2,0.0003028429,0.3448275862068966,0.5,161
bergen-gw3,1.45875e-05,0.1965317919075144,0.1096774193548387,161
trd-gw,0.000106198,0.2903225806451613,0.2045454545454545,161
ifi2-gw5,8.1994e-05,0.2650602409638554,0.1692307692307692,161
