SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.2686605606,1.0,0.0389610389610389,160
bergen-gw3,0.0244839261,1.0,0.0672268907563025,160
trd-gw,0.0366717423,1.0,0.054054054054054,160
ifi2-gw5,0.0139055505,1.0,0.05,160
