SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.1111111111,0.8,0.0969696969696969,169
teknobyen-gw1,1.3333333333,0.8181818181818182,0.1224489795918367,169
hoytek-gw2,49.0,0.8181818181818182,0.1782178217821782,169
bergen-gw3,15.4444444444,0.8095238095238095,0.1328125,169
trd-gw,23.7777777777,0.8095238095238095,0.1164383561643835,169
ifi2-gw5,83.7777777777,0.8095238095238095,0.1287878787878787,169
