SystemId,threshold,maxTPR
tromso-gw5,1.85607e-05,0.8
teknobyen-gw1,7.4836e-05,0.8181818181818182
hoytek-gw2,1.77371e-05,0.8181818181818182
bergen-gw3,2.09384e-05,0.8095238095238095
trd-gw,1.8552e-06,0.8095238095238095
ifi2-gw5,1.50311e-05,0.8095238095238095
