SystemId,threshold,maxF1,PPV,total
tromso-gw5,14.8888888888,0.2156862745098039,0.1294117647058823,161
teknobyen-gw1,5.6666666666,0.2181818181818181,0.1318681318681318,161
hoytek-gw2,1002.2222222222,0.25,0.1639344262295081,161
bergen-gw3,67.1111111111,0.1954022988505747,0.1089743589743589,161
trd-gw,424.4444444444,0.1988304093567251,0.1111111111111111,161
ifi2-gw5,5273.7777777777,0.2025316455696202,0.1311475409836065,161
