SystemId,threshold,maxTPR
tromso-gw5,13183.4444444444,0.9411764705882352
teknobyen-gw1,15833.1111111111,0.9473684210526316
hoytek-gw2,8984036.0,0.9473684210526316
bergen-gw3,99554939.11111116,0.9444444444444444
trd-gw,21320063.88888884,0.9444444444444444
ifi2-gw5,42079066.0,0.9444444444444444
