SystemId,PPV,total
narvik-gw4,0.0,19
tromso-fh-gw,0.0,235
tromso-gw5,0.8518518518518519,235
teknobyen-gw1,0.45454545454545453,235
narvik-gw3,0.0,235
hovedbygget-gw,0.0,235
hoytek-gw2,0.28865979381443296,235
teknobyen-gw2,0.0,235
ma2-gw,0.0,235
bergen-gw3,0.4,235
narvik-kv-gw,0.0,235
trd-gw,0.3826086956521739,235
ifi2-gw5,0.3103448275862069,235
oslo-gw1,0.0,235
