SystemId,PPV,total
narvik-gw4,0.0,19
tromso-fh-gw,0.0,225
tromso-gw5,0.4117647058823529,225
teknobyen-gw1,0.49640287769784175,225
narvik-gw3,0.0,225
hovedbygget-gw,0.0,225
hoytek-gw2,0.32673267326732675,225
teknobyen-gw2,0.0,225
ma2-gw,0.0,225
bergen-gw3,0.6666666666666666,225
narvik-kv-gw,0.0,225
trd-gw,0.41904761904761906,225
ifi2-gw5,0.5054945054945055,225
oslo-gw1,0.0,225
