SystemId,PPV,total
tromso-gw5,0.9952836098034435,3986945
teknobyen-gw1,0.9933940254045528,1830636
hoytek-gw2,0.10150923011140184,3737627
bergen-gw3,0.43804390213797284,8170835
trd-gw,0.18873013657433402,20332600
ifi2-gw5,0.15305948945027803,20659461
