SystemId,PPV,total
tromso-gw5,0.990408699194273,1039886
teknobyen-gw1,0.9914881359365899,950546
hoytek-gw2,0.09835134173005412,1844936
bergen-gw3,0.28293203305731196,3178407
trd-gw,0.10688267015952368,9052856
ifi2-gw5,0.0828708736197723,9413957
