SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.000831,0.4444444444444444,0.3255813953488372,171
rodbergvn-gw2,0.002625,0.4262295081967213,0.6190476190476191,171
narvik-gw4,0.000194,0.3861386138613861,0.2407407407407407,171
tromso-fh-gw,1.7e-05,0.3732057416267942,0.2307692307692307,171
tromso-gw5,0.000809,0.3862068965517241,0.2666666666666666,171
teknobyen-gw1,0.000169,0.3857868020304568,0.2420382165605095,171
narvik-gw3,4.5e-05,0.375,0.2321428571428571,171
hovedbygget-gw,0.001013,0.3958333333333333,0.25,171
hoytek-gw2,2.3e-05,0.3714285714285714,0.2294117647058823,171
teknobyen-gw2,0.003307,0.4047619047619047,0.265625,171
ma2-gw,5e-05,0.3768115942028985,0.2335329341317365,171
bergen-gw3,0.000636,0.3934426229508196,0.2517482517482518,171
narvik-kv-gw,8.4e-05,0.3804878048780488,0.2363636363636363,171
trd-gw,0.000296,0.371859296482412,0.2327044025157232,171
ifi2-gw5,5.1e-05,0.375,0.2321428571428571,171
oslo-gw1,7.9e-05,0.3768115942028985,0.2335329341317365,171
