SystemId,threshold,maxF1,PPV,total
stangnes-gw,264323531.444442,0.3861386138613861,0.2452830188679245,174
rodbergvn-gw2,2142234015.555557,0.4,0.2886597938144329,174
narvik-gw4,3291275790.333328,0.384180790960452,0.2537313432835821,174
tromso-fh-gw,2019807874.666671,0.3821656050955414,0.2631578947368421,174
tromso-gw5,10117580927.77778,0.3898305084745763,0.3066666666666666,174
teknobyen-gw1,402913.888888,0.3679245283018867,0.2307692307692307,174
narvik-gw3,103141733.888885,0.3661971830985915,0.2294117647058823,174
hovedbygget-gw,3112503036.888885,0.3958333333333333,0.2550335570469799,174
hoytek-gw2,4858251331.777771,0.3734939759036144,0.2520325203252032,174
teknobyen-gw2,379970944.888885,0.3671497584541063,0.2317073170731707,174
ma2-gw,3917302382.666656,0.3736263736263736,0.2446043165467626,174
bergen-gw3,8008575720.555542,0.4129032258064516,0.2857142857142857,174
narvik-kv-gw,4097121537.333328,0.3692307692307692,0.2758620689655172,174
trd-gw,312348778.333313,0.3636363636363636,0.2289156626506024,174
ifi2-gw5,1153806633.444442,0.3732057416267942,0.2349397590361445,174
oslo-gw1,3181572599.777832,0.3645320197044335,0.23125,174
